"prefix","owner_country","status","source","candidates","dxcc_examples"
"PS0T","Trindade & Martin Vaz Is","resolved","ng3k-itu-owner","Trindade & Martin Vaz Is","Trindade & Martim Vaz"
"PS0ZF","Fernando de Noronha","resolved","ng3k-direct","Fernando de Noronha","Fernando de Noronha"
"PS0ZR","Fernando de Noronha","resolved","ng3k-direct","Fernando de Noronha","Fernando de Noronha"
"PS0ZS","","unresolved","","","St. Peter & St. Paul"
"PS0ZT","Trindade & Martin Vaz Is","resolved","ng3k-itu-owner","Trindade & Martin Vaz Is","Trindade & Martim Vaz"
"PS6","Brazil","resolved","ng3k-direct","Brazil","Brazil"
"PS7","Brazil","resolved","ng3k-direct","Brazil","Brazil"
"PS8","Brazil","resolved","ng3k-direct","Brazil","Brazil"
"PS9","Brazil","resolved","ng3k-direct","Brazil","Brazil"
"PT","Brazil","resolved","ng3k-direct","Brazil","Brazil"
"PT0F","Fernando de Noronha","resolved","ng3k-direct","Fernando de Noronha","Fernando de Noronha"
"PT0R","Fernando de Noronha","resolved","ng3k-direct","Fernando de Noronha","Fernando de Noronha"
"PT0S","","unresolved","","","St. Peter & St. Paul"
"PT0T","Trindade & Martin Vaz Is","resolved","ng3k-itu-owner","Trindade & Martin Vaz Is","Trindade & Martim Vaz"
"PT0ZF","Fernando de Noronha","resolved","ng3k-direct","Fernando de Noronha","Fernando de Noronha"
"PT0ZR","Fernando de Noronha","resolved","ng3k-direct","Fernando de Noronha","Fernando de Noronha"
"PT0ZS","","unresolved","","","St. Peter & St. Paul"
"PT0ZT","Trindade & Martin Vaz Is","resolved","ng3k-itu-owner","Trindade & Martin Vaz Is","Trindade & Martim Vaz"
"PT2","Brazil","resolved","ng3k-direct","Brazil","Brazil"
"PT6","Brazil","resolved","ng3k-direct","Brazil","Brazil"
"PT7","Brazil","resolved","ng3k-direct","Brazil","Brazil"
"PT8","Brazil","resolved","ng3k-direct","Brazil","Brazil"
"PU","Brazil","resolved","ng3k-direct","Brazil","Brazil"
"PU0F","Fernando de Noronha","resolved","ng3k-direct","Fernando de Noronha","Fernando de Noronha"
"PU0R","Fernando de Noronha","resolved","ng3k-direct","Fernando de Noronha","Fernando de Noronha"
"PU0S","","unresolved","","","St. Peter & St. Paul"
"PU0T","Trindade & Martin Vaz Is","resolved","ng3k-itu-owner","Trindade & Martin Vaz Is","Trindade & Martim Vaz"
"PU0ZF","Fernando de Noronha","resolved","ng3k-direct","Fernando de Noronha","Fernando de Noronha"
"PU0ZR","Fernando de Noronha","resolved","ng3k-direct","Fernando de Noronha","Fernando de Noronha"
"PU0ZS","","unresolved","","","St. Peter & St. Paul"
"PU0ZT","Trindade & Martin Vaz Is","resolved","ng3k-itu-owner","Trindade & Martin Vaz Is","Trindade & Martim Vaz"
"PU6","Brazil","resolved","ng3k-direct","Brazil","Brazil"
"PU7","Brazil","resolved","ng3k-direct","Brazil","Brazil"
"PU8","Brazil","resolved","ng3k-direct","Brazil","Brazil"
"PU9","Brazil","resolved","ng3k-direct","Brazil","Brazil"
"PV","Brazil","resolved","ng3k-direct","Brazil","Brazil"
"PV0F","Fernando de Noronha","resolved","ng3k-direct","Fernando de Noronha","Fernando de Noronha"
"PV0R","Fernando de Noronha","resolved","ng3k-direct","Fernando de Noronha","Fernando de Noronha"
"PV0S","","unresolved","","","St. Peter & St. Paul"
"PV0T","Trindade & Martin Vaz Is","resolved","ng3k-itu-owner","Trindade & Martin Vaz Is","Trindade & Martim Vaz"
"PV0ZF","Fernando de Noronha","resolved","ng3k-direct","Fernando de Noronha","Fernando de Noronha"
"PV0ZR","Fernando de Noronha","resolved","ng3k-direct","Fernando de Noronha","Fernando de Noronha"
"PV0ZS","","unresolved","","","St. Peter & St. Paul"
"PV0ZT","Trindade & Martin Vaz Is","resolved","ng3k-itu-owner","Trindade & Martin Vaz Is","Trindade & Martim Vaz"
"PV6","Brazil","resolved","ng3k-direct","Brazil","Brazil"
"PV7","Brazil","resolved","ng3k-direct","Brazil","Brazil"
"PV8","Brazil","resolved","ng3k-direct","Brazil","Brazil"
"PV9","Brazil","resolved","ng3k-direct","Brazil","Brazil"
"PW","Brazil","resolved","ng3k-direct","Brazil","Brazil"
"PW0F","Fernando de Noronha","resolved","ng3k-direct","Fernando de Noronha","Fernando de Noronha"
"PW0R","Fernando de Noronha","resolved","ng3k-direct","Fernando de Noronha","Fernando de Noronha"
"PW0S","","unresolved","","","St. Peter & St. Paul"
"PW0T","Trindade & Martin Vaz Is","resolved","ng3k-itu-owner","Trindade & Martin Vaz Is","Trindade & Martim Vaz"
"PW0ZF","Fernando de Noronha","resolved","ng3k-direct","Fernando de Noronha","Fernando de Noronha"
"PW0ZR","Fernando de Noronha","resolved","ng3k-direct","Fernando de Noronha","Fernando de Noronha"
"PW0ZS","","unresolved","","","St. Peter & St. Paul"
"PW0ZT","Trindade & Martin Vaz Is","resolved","ng3k-itu-owner","Trindade & Martin Vaz Is","Trindade & Martim Vaz"
"PW6","Brazil","resolved","ng3k-direct","Brazil","Brazil"
"PW7","Brazil","resolved","ng3k-direct","Brazil","Brazil"
"PW8","Brazil","resolved","ng3k-direct","Brazil","Brazil"
"PW9","Brazil","resolved","ng3k-direct","Brazil","Brazil"
"PX","Brazil","resolved","ng3k-direct","Brazil","Brazil"
"PX0F","Fernando de Noronha","resolved","ng3k-direct","Fernando de Noronha","Fernando de Noronha"
"PX0R","Fernando de Noronha","resolved","ng3k-direct","Fernando de Noronha","Fernando de Noronha"
"PX0S","","unresolved","","","St. Peter & St. Paul"
"PX0T","Trindade & Martin Vaz Is","resolved","ng3k-itu-owner","Trindade & Martin Vaz Is","Trindade & Martim Vaz"
"PX0ZF","Fernando de Noronha","resolved","ng3k-direct","Fernando de Noronha","Fernando de Noronha"
"PX0ZR","Fernando de Noronha","resolved","ng3k-direct","Fernando de Noronha","Fernando de Noronha"
"PX0ZS","","unresolved","","","St. Peter & St. Paul"
"PX0ZT","Trindade & Martin Vaz Is","resolved","ng3k-itu-owner","Trindade & Martin Vaz Is","Trindade & Martim Vaz"
"PX6","Brazil","resolved","ng3k-direct","Brazil","Brazil"
"PX7","Brazil","resolved","ng3k-direct","Brazil","Brazil"
"PX8","Brazil","resolved","ng3k-direct","Brazil","Brazil"
"PX9","Brazil","resolved","ng3k-direct","Brazil","Brazil"
"PY","Brazil","resolved","ng3k-direct","Brazil","Brazil"
"PY0F","Fernando de Noronha","resolved","ng3k-direct","Fernando de Noronha","Fernando de Noronha"
"PY0R","Fernando de Noronha","resolved","ng3k-direct","Fernando de Noronha","Fernando de Noronha"
"PY0S","","unresolved","","","St. Peter & St. Paul"
"PY0T","Trindade & Martin Vaz Is","resolved","ng3k-itu-owner","Trindade & Martin Vaz Is","Trindade & Martim Vaz"
"PY0Z","Fernando de Noronha","resolved","ng3k-direct","Fernando de Noronha","Fernando de Noronha"
"PY0ZS","","unresolved","","","St. Peter & St. Paul"
"PY0ZT","Trindade & Martin Vaz Is","resolved","ng3k-itu-owner","Trindade & Martin Vaz Is","Trindade & Martim Vaz"
"PY6","Brazil","resolved","ng3k-direct","Brazil","Brazil"
"PY7","Brazil","resolved","ng3k-direct","Brazil","Brazil"
"PY8","Brazil","resolved","ng3k-direct","Brazil","Brazil"
"PY9","Brazil","resolved","ng3k-direct","Brazil","Brazil"
"PZ","Surinam","resolved","ng3k-itu-owner","Surinam","Suriname"
"R","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R0","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"R065A","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R065C","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R065L","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R065N","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R065O","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R065S","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R065X","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"R065YG","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R065Z","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"R0KA/9","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"R0T","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"R130EK","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"R1AT","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R1BJA/0","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"R1CAA","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R1FJ","Franz Josef Land","resolved","ng3k-direct","Franz Josef Land","Franz Josef Land"
"R1I","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R1N","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R1O","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R1P","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R1Z","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R2F","Kaliningrad","resolved","ng3k-direct","Kaliningrad","Kaliningrad"
"R2K","Kaliningrad","resolved","ng3k-direct","Kaliningrad","Kaliningrad"
"R2MWO","Kaliningrad","resolved","ng3k-direct","Kaliningrad","Kaliningrad"
"R3CI/0","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"R4H","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R4HAT","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R4HC","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R4HCE","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R4HCZ","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R4HD","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R4HDC","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R4HDR","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R4HL","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R4HMS/0","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"R4I","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R4IC","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R4ID","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R4II","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R4IK","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R4IM","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R4IN","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R4IO","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R4IT","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R4PH","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R4RB","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R4RM","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R4W","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R5AF/0","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"R65RKP","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R65RKV","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"R8","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"R80RAA","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R8F","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R8FF/3","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R8G","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R8H","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"R8I","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"R8LCX/4","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R8MB/1","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R8O","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"R8P","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"R8S","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"R8T","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"R8U","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"R8V","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"R8W","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"R8X","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R8XF/P","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R8Y","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"R8Z","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"R9","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"R9F","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R9G","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R9GM/6","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R9HBI/4","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R9I","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"R9JQ/6","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R9KC/6","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"R9M","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"R9MA","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"R9P","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"R9S","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"R9T","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"R9V","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"R9W","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"R9X","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RA0","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RA0ANB/3","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RA0T","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RA1I","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RA1N","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RA1O","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RA1P","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RA1Z","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RA2","Kaliningrad","resolved","ng3k-direct","Kaliningrad","Kaliningrad"
"RA2FA/0","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RA3X/1","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RA4H","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RA4HL","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RA4I","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RA4NCC","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RA4W","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RA8","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RA8F","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RA8G","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RA8H","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RA8I","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RA8O","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RA8P","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RA8S","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RA8T","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RA8U","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RA8V","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RA8W","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RA8X","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RA8Y","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RA8Z","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RA9","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RA9F","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RA9G","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RA9I","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RA9J","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RA9JM","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RA9M","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RA9P","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RA9S","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RA9T","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RA9V","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RA9W","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RA9X","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RC0","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RC0T","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RC1I","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RC1N","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RC1O","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RC1P","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RC1Z","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RC2F","Kaliningrad","resolved","ng3k-direct","Kaliningrad","Kaliningrad"
"RC2K","Kaliningrad","resolved","ng3k-direct","Kaliningrad","Kaliningrad"
"RC4H","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RC4HT","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RC4I","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RC4W","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RC8","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RC8F","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RC8G","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RC8H","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RC8I","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RC8O","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RC8P","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RC8S","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RC8T","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RC8U","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RC8V","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RC8W","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RC8X","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RC8Y","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RC8Z","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RC9","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RC9F","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RC9G","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RC9I","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RC9J","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RC9M","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RC9P","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RC9S","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RC9T","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RC9V","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RC9W","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RC9X","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RD0","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RD0T","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RD1I","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RD1N","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RD1O","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RD1P","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RD1Z","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RD2F","Kaliningrad","resolved","ng3k-direct","Kaliningrad","Kaliningrad"
"RD2K","Kaliningrad","resolved","ng3k-direct","Kaliningrad","Kaliningrad"
"RD4H","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RD4I","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RD4W","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RD8","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RD8F","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RD8G","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RD8H","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RD8I","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RD8O","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RD8P","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RD8S","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RD8T","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RD8U","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RD8V","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RD8W","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RD8X","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RD8Y","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RD8Z","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RD9","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RD9F","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RD9G","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RD9I","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RD9M","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RD9P","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RD9S","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RD9T","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RD9V","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RD9W","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RD9X","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RE0","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RE0T","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RE1I","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RE1N","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RE1O","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RE1P","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RE1Z","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RE2F","Kaliningrad","resolved","ng3k-direct","Kaliningrad","Kaliningrad"
"RE2K","Kaliningrad","resolved","ng3k-direct","Kaliningrad","Kaliningrad"
"RE4H","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RE4I","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RE4W","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RE8","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RE8F","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RE8G","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RE8H","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RE8I","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RE8O","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RE8P","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RE8S","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RE8T","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RE8U","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
